Id,Price
374,500.8
375,499.69
376,496.63
377,480.32
378,460.5
379,409.28
380,410.24
381,443.77
382,437.68
383,413.41
384,410.12
385,384.16
386,374.46
387,330.41
388,350.34
389,334.51
390,314.96
391,337.9
392,363.41
393,438.15
394,422.79
395,415.11
396,444.78
397,481.84
398,493.49
399,420.71
400,433.17
401,437.39
402,413.15
403,422.65
404,416.21
405,412.25
406,394.25
407,381.02
408,388.06
409,370.74
410,386.04
411,394.74
412,381.37
413,376.96
414,378.31
415,347.6
416,347.68
417,340.95
418,340.22
419,341.29
420,319.62
421,302.85
422,299.83
423,303.21
424,324.88
425,316.4
426,316.3
427,317.2
428,330.13
429,323.76
430,326.09
431,325.55
432,321.99
433,345.56
434,339.05
435,346.1
436,340.72
437,342.33
438,342.8
439,348.55
440,376.29
441,418.15
442,423.86
443,396.98
444,391.6
445,408.52
446,401.05
447,408.85
448,439.67
449,461.65
450,449.28
451,450.33
452,460.99
453,460.12
454,465.76
455,468.14
456,487.08
457,477.76
458,442.12
459,443.49
460,451.56
461,451.32
462,451.66
463,437.45
464,431.06
465,413.44
466,406.39
467,419.97
468,419.25
469,404.45
470,387.97
471,390.27
472,384.72
473,371.35
474,367.73
475,375.21
476,365.55
477,361.8
478,366.8
479,394.36
480,409.66
481,410.12
482,416.54
483,393.66
484,374.93
485,368.86
486,352.66
487,361.82
488,394.86
489,389.56
490,381.33
491,381.87
492,378.16
493,384.59
494,363.75
495,363.39
496,358.06
497,357.12
498,366.36
499,368.01
500,356.72
501,348.46
502,358.83
503,359.96
504,361.88
505,354.44
506,353.85
507,344.64
508,338.73
509,337.04
510,340.78
511,352.45
512,343.6
513,345.3
514,344.28
515,334.92
516,334.66
517,328.99
518,329.31
519,329.97
520,341.95
521,367.05
522,371.91
523,392.03
524,379.8
525,355.56
526,364.01
527,373.94
528,383.24
529,387.11
530,381.66
531,384
532,377.91
533,381.34
534,385.71
535,385.45
536,380.21
537,391.35
538,390.16
539,384.38
540,379.48
541,378.74
542,376.75
543,381.82
544,391.34
545,385.23
546,387.62
547,386.14
548,383.5
549,382.93
550,383.2
551,385.21
552,387.45
553,398.7
554,404.92
555,396.51
556,392.87
557,391.99
558,385.25
559,383.46
560,387.51
561,383.29
562,380.91
563,377.87
564,369.34
565,355.03
566,346.4
567,352.31
568,344.71
569,344.1
570,340.81
571,323.78
572,324
573,322.62
574,324.86
575,306.35
576,288.78
577,289.26
578,297.74
579,295.87
580,308.56
581,298.97
582,292.22
583,292.87
584,284.23
585,288.66
586,296.6
587,294.24
588,291.36
589,287.33
590,287.5
591,286.24
592,282.62
593,276.93
594,261.4
595,256.2
596,256.94
597,264.47
598,311.56
599,293.65
600,283.74
601,284.59
602,300.86
603,286.7
604,279.96
605,275.29
606,285.37
607,282.15
608,274.52
609,273.68
610,270.41
611,265.99
612,271.89
613,265.93
614,262.02
615,263.27
616,260.75
617,272.06
618,270.74
619,267.71
620,272.66
621,282.48
622,283.32
623,276.25
624,275.99
625,281.76
626,295.68
627,294.35
628,302.86
629,314.48
630,321.54
631,313.57
632,310.05
633,318.8
634,316.75
635,319.26
636,333.3
637,356.86
638,359.58
639,341.56
640,328.21
641,355.41
642,356.91
643,350.77
644,358.99
645,378.86
646,379.09
647,390.2
648,407.67
649,414.5
650,404.73
651,405.98
652,404.85
653,383.95
654,391.78
655,398.44
656,400.13
657,405.4
658,420.21
659,439.06
660,442.97
661,424.08
662,423.43
663,434.36
664,429.14
665,422.9
666,430.3
667,424.75
668,437.77
669,455.94
670,470.11
671,476.67
672,509.42
673,549.43
674,555.52
675,557.22
676,611.85
677,676.77
678,597.9
679,633.09
680,631.56
681,600.15
682,586.65
683,626.83
684,629.51
685,630.35
686,665.1
687,655.89
688,680.01
689,668.31
690,655.71
691,665.27
692,664.53
693,710.65
694,754.48
695,808.31
696,803.62
697,887.78
698,924.28
699,971.06
700,911.6
701,889.13
702,889.54
703,941.17
704,840.39
705,824.92
706,812.82
707,757.85
708,819.94
709,857.73
710,939.76
711,925.99
712,892.66
713,926.86
714,947.81
715,934.27
716,949.5
717,996.44
718,1043.51
719,1126.12
720,1135.01
721,1119.58
722,1095.8
723,1115.55
724,1148.48
725,1204.32
726,1232.38
727,1196
728,1213.46
729,1271.46
730,1343.19
731,1371.78
732,1393.51
733,1360.48
734,1371.31
735,1422.85
736,1474.43
737,1512.19
738,1528.38
739,1568.53
740,1759.5
741,1780.65
742,1667.89
743,1735.98
744,1652.73
745,1656.1
746,1743.1
747,1675.06
748,1648.54
749,1585.11
750,1595.63
751,1592.78
752,1625.68
753,1741.93
754,1746.35
755,1724.35
756,1687.34
757,1671.89
758,1630.69
759,1591.01
760,1485.91
761,1416.14
762,1342.7
763,1284.35
764,1345.05
765,1348.46
766,1314.4
767,1277.42
768,1221.59
769,1243.07
770,1298.71
771,1336.56
772,1299.18
773,1288.91
774,1277.86
775,1312.99
776,1297.01
777,1241.33
778,1223.57
779,1176.41
780,1200.44
781,1249.33
782,1231.1
783,1180.64
784,1198.25
785,1197.68
786,1182.25
787,1131.58
788,1117.53
789,1124.91
790,1157.12
791,1088.39
792,1068.32
793,1095.66
794,1194.89
795,1246.31
796,1241.45
797,1259.76
798,1273.58
799,1337.43
800,1340.86
801,1326.62
802,1268.93
803,1240.29
804,1152.17
805,1192.65
806,1233.39
807,1231.06
808,1267.15
809,1245.25
810,1261.28
811,1235.1
812,1281.72
813,1317.05
814,1280.68
815,1283.19
816,1265.67
817,1332.81
818,1333.78
819,1325.56
820,1335.33
821,1303.62
822,1282.13
823,1238.06
824,1201.86
825,1199.2
826,1214.73
827,1221.28
828,1249.89
829,1291.63
830,1319.76
831,1302.29
832,1287.65
833,1282.46
834,1358.49
835,1414.61
836,1497.1
837,1510.34
838,1494.77
839,1471.92
840,1480.03
841,1560.67
842,1598.82
843,1593.76
844,1680.03
845,1715.7
846,1734.03
847,1840.81
